lat,lon,clusters_10
-65.5,142.5,cluster_9
-66.5,142.5,cluster_9
-67.5,142.5,cluster_9
-68.5,142.5,cluster_8
-69.5,142.5,cluster_8
-7.5,142.5,cluster_4
-70.5,142.5,cluster_9
-71.5,142.5,cluster_9
-72.5,142.5,cluster_9
-73.5,142.5,cluster_9
-74.5,142.5,cluster_9
-75.5,142.5,cluster_9
-76.5,142.5,cluster_9
-77.5,142.5,cluster_9
-78.5,142.5,cluster_9
-79.5,142.5,cluster_9
-8.5,142.5,cluster_4
-80.5,142.5,cluster_9
-81.5,142.5,cluster_9
-82.5,142.5,cluster_9
-83.5,142.5,cluster_9
-84.5,142.5,cluster_4
-85.5,142.5,cluster_4
-86.5,142.5,cluster_4
-87.5,142.5,cluster_4
-88.5,142.5,cluster_4
-89.5,142.5,cluster_4
-9.5,142.5,cluster_4
33.5,142.5,cluster_4
34.5,142.5,cluster_4
35.5,142.5,cluster_4
36.5,142.5,cluster_4
37.5,142.5,cluster_4
38.5,142.5,cluster_9
39.5,142.5,cluster_9
40.5,142.5,cluster_9
41.5,142.5,cluster_9
42.5,142.5,cluster_9
43.5,142.5,cluster_9
44.5,142.5,cluster_4
45.5,142.5,cluster_4
46.5,142.5,cluster_4
47.5,142.5,cluster_4
48.5,142.5,cluster_4
49.5,142.5,cluster_4
50.5,142.5,cluster_4
51.5,142.5,cluster_4
52.5,142.5,cluster_4
53.5,142.5,cluster_4
54.5,142.5,cluster_4
55.5,142.5,cluster_4
56.5,142.5,cluster_4
57.5,142.5,cluster_4
58.5,142.5,cluster_9
59.5,142.5,cluster_9
60.5,142.5,cluster_9
61.5,142.5,cluster_9
62.5,142.5,cluster_9
63.5,142.5,cluster_9
64.5,142.5,cluster_9
65.5,142.5,cluster_9
66.5,142.5,cluster_9
67.5,142.5,cluster_9
68.5,142.5,cluster_9
69.5,142.5,cluster_9
70.5,142.5,cluster_9
71.5,142.5,cluster_9
72.5,142.5,cluster_10
73.5,142.5,cluster_10
74.5,142.5,cluster_10
75.5,142.5,cluster_10
76.5,142.5,cluster_10
77.5,142.5,cluster_10
-1.5,143.5,cluster_4
-10.5,143.5,cluster_4
-11.5,143.5,cluster_4
-12.5,143.5,cluster_4
-13.5,143.5,cluster_4
-14.5,143.5,cluster_4
-15.5,143.5,cluster_4
-16.5,143.5,cluster_4
-17.5,143.5,cluster_1
-18.5,143.5,cluster_1
-19.5,143.5,cluster_1
-2.5,143.5,cluster_4
-20.5,143.5,cluster_1
-21.5,143.5,cluster_1
-22.5,143.5,cluster_1
-23.5,143.5,cluster_1
-24.5,143.5,cluster_4
-25.5,143.5,cluster_4
-26.5,143.5,cluster_4
-27.5,143.5,cluster_4
-28.5,143.5,cluster_4
-29.5,143.5,cluster_4
-3.5,143.5,cluster_4
-30.5,143.5,cluster_4
-31.5,143.5,cluster_4
-32.5,143.5,cluster_4
-33.5,143.5,cluster_4
-34.5,143.5,cluster_9
-35.5,143.5,cluster_2
-36.5,143.5,cluster_9
-37.5,143.5,cluster_9
-38.5,143.5,cluster_9
-39.5,143.5,cluster_9
-4.5,143.5,cluster_4
-40.5,143.5,cluster_9
-41.5,143.5,cluster_9
-42.5,143.5,cluster_9
-43.5,143.5,cluster_9
-44.5,143.5,cluster_9
-5.5,143.5,cluster_4
-6.5,143.5,cluster_4
-64.5,143.5,cluster_9
-65.5,143.5,cluster_9
-66.5,143.5,cluster_9
-67.5,143.5,cluster_8
-68.5,143.5,cluster_8
-69.5,143.5,cluster_8
-7.5,143.5,cluster_4
-70.5,143.5,cluster_8
-71.5,143.5,cluster_9
-72.5,143.5,cluster_9
-73.5,143.5,cluster_9
-74.5,143.5,cluster_9
-75.5,143.5,cluster_9
-76.5,143.5,cluster_9
-77.5,143.5,cluster_9
-78.5,143.5,cluster_9
-79.5,143.5,cluster_9
-8.5,143.5,cluster_4
-80.5,143.5,cluster_9
-81.5,143.5,cluster_9
-82.5,143.5,cluster_9
-83.5,143.5,cluster_9
-84.5,143.5,cluster_4
-85.5,143.5,cluster_4
-86.5,143.5,cluster_4
-87.5,143.5,cluster_4
-88.5,143.5,cluster_4
-89.5,143.5,cluster_4
-9.5,143.5,cluster_4
34.5,143.5,cluster_4
35.5,143.5,cluster_4
36.5,143.5,cluster_4
37.5,143.5,cluster_4
38.5,143.5,cluster_4
39.5,143.5,cluster_9
40.5,143.5,cluster_9
41.5,143.5,cluster_9
42.5,143.5,cluster_9
43.5,143.5,cluster_9
44.5,143.5,cluster_4
45.5,143.5,cluster_4
46.5,143.5,cluster_4
47.5,143.5,cluster_4
48.5,143.5,cluster_4
49.5,143.5,cluster_4
50.5,143.5,cluster_4
51.5,143.5,cluster_4
52.5,143.5,cluster_4
53.5,143.5,cluster_4
54.5,143.5,cluster_4
55.5,143.5,cluster_4
56.5,143.5,cluster_4
57.5,143.5,cluster_4
58.5,143.5,cluster_9
59.5,143.5,cluster_9
60.5,143.5,cluster_9
61.5,143.5,cluster_9
62.5,143.5,cluster_9
63.5,143.5,cluster_9
64.5,143.5,cluster_9
65.5,143.5,cluster_9
66.5,143.5,cluster_9
67.5,143.5,cluster_9
68.5,143.5,cluster_9
69.5,143.5,cluster_9
70.5,143.5,cluster_9
71.5,143.5,cluster_9
72.5,143.5,cluster_10
73.5,143.5,cluster_10
74.5,143.5,cluster_10
75.5,143.5,cluster_10
76.5,143.5,cluster_10
77.5,143.5,cluster_10
-1.5,144.5,cluster_4
-10.5,144.5,cluster_4
-11.5,144.5,cluster_4
-12.5,144.5,cluster_4
-13.5,144.5,cluster_4
-14.5,144.5,cluster_4
-15.5,144.5,cluster_4
-16.5,144.5,cluster_4
-17.5,144.5,cluster_4
-18.5,144.5,cluster_1
-19.5,144.5,cluster_1
-2.5,144.5,cluster_4
-20.5,144.5,cluster_1
-21.5,144.5,cluster_1
-22.5,144.5,cluster_1
-23.5,144.5,cluster_1
-24.5,144.5,cluster_1
-25.5,144.5,cluster_1
-26.5,144.5,cluster_4
-27.5,144.5,cluster_4
-28.5,144.5,cluster_4
-29.5,144.5,cluster_4
-3.5,144.5,cluster_4
-30.5,144.5,cluster_4
-31.5,144.5,cluster_4
-32.5,144.5,cluster_4
-33.5,144.5,cluster_4
-34.5,144.5,cluster_4
-35.5,144.5,cluster_9
-36.5,144.5,cluster_9
-37.5,144.5,cluster_9
-38.5,144.5,cluster_9
-39.5,144.5,cluster_9
-4.5,144.5,cluster_4
-40.5,144.5,cluster_9
-41.5,144.5,cluster_9
-42.5,144.5,cluster_9
-43.5,144.5,cluster_9
-44.5,144.5,cluster_9
-45.5,144.5,cluster_9
-5.5,144.5,cluster_4
-6.5,144.5,cluster_4
-64.5,144.5,cluster_9
-65.5,144.5,cluster_9
-66.5,144.5,cluster_9
-67.5,144.5,cluster_8
-68.5,144.5,cluster_8
-69.5,144.5,cluster_8
-7.5,144.5,cluster_4
-70.5,144.5,cluster_8
-71.5,144.5,cluster_8
-72.5,144.5,cluster_9
-73.5,144.5,cluster_9
-74.5,144.5,cluster_9
-75.5,144.5,cluster_9
-76.5,144.5,cluster_9
-77.5,144.5,cluster_9
-78.5,144.5,cluster_9
-79.5,144.5,cluster_9
-8.5,144.5,cluster_4
-80.5,144.5,cluster_9
-81.5,144.5,cluster_9
-82.5,144.5,cluster_9
-83.5,144.5,cluster_9
-84.5,144.5,cluster_4
-85.5,144.5,cluster_4
-86.5,144.5,cluster_4
-87.5,144.5,cluster_4
-88.5,144.5,cluster_4
-89.5,144.5,cluster_4
-9.5,144.5,cluster_4
37.5,144.5,cluster_4
38.5,144.5,cluster_4
39.5,144.5,cluster_4
40.5,144.5,cluster_9
41.5,144.5,cluster_9
42.5,144.5,cluster_9
43.5,144.5,cluster_9
44.5,144.5,cluster_9
45.5,144.5,cluster_9
46.5,144.5,cluster_4
47.5,144.5,cluster_4
48.5,144.5,cluster_4
49.5,144.5,cluster_4
50.5,144.5,cluster_4
51.5,144.5,cluster_4
52.5,144.5,cluster_4
53.5,144.5,cluster_4
54.5,144.5,cluster_4
55.5,144.5,cluster_4
56.5,144.5,cluster_4
57.5,144.5,cluster_4
58.5,144.5,cluster_9
59.5,144.5,cluster_9
60.5,144.5,cluster_9
61.5,144.5,cluster_9
62.5,144.5,cluster_9
63.5,144.5,cluster_9
64.5,144.5,cluster_9
65.5,144.5,cluster_9
66.5,144.5,cluster_9
67.5,144.5,cluster_9
68.5,144.5,cluster_9
69.5,144.5,cluster_9
70.5,144.5,cluster_9
71.5,144.5,cluster_9
72.5,144.5,cluster_9
73.5,144.5,cluster_10
74.5,144.5,cluster_10
75.5,144.5,cluster_10
76.5,144.5,cluster_10
77.5,144.5,cluster_10
-10.5,145.5,cluster_4
-12.5,145.5,cluster_4
-13.5,145.5,cluster_4
-14.5,145.5,cluster_4
-15.5,145.5,cluster_4
-16.5,145.5,cluster_4
-17.5,145.5,cluster_4
-18.5,145.5,cluster_1
-19.5,145.5,cluster_1
-2.5,145.5,cluster_4
-20.5,145.5,cluster_1
-21.5,145.5,cluster_1
-22.5,145.5,cluster_1
-23.5,145.5,cluster_1
-24.5,145.5,cluster_1
-25.5,145.5,cluster_1
-26.5,145.5,cluster_1
-27.5,145.5,cluster_4
-28.5,145.5,cluster_4
-29.5,145.5,cluster_4
-3.5,145.5,cluster_4
-30.5,145.5,cluster_4
-31.5,145.5,cluster_4
-32.5,145.5,cluster_4
-33.5,145.5,cluster_4
-34.5,145.5,cluster_4
-35.5,145.5,cluster_9
-36.5,145.5,cluster_9
-37.5,145.5,cluster_9
-38.5,145.5,cluster_9
-39.5,145.5,cluster_9
-4.5,145.5,cluster_4
-40.5,145.5,cluster_9
-41.5,145.5,cluster_9
-42.5,145.5,cluster_9
-43.5,145.5,cluster_9
-44.5,145.5,cluster_9
-45.5,145.5,cluster_9
-5.5,145.5,cluster_4
-6.5,145.5,cluster_4
-65.5,145.5,cluster_9
-66.5,145.5,cluster_9
-67.5,145.5,cluster_8
-68.5,145.5,cluster_8
-69.5,145.5,cluster_8
-7.5,145.5,cluster_4
-70.5,145.5,cluster_8
-71.5,145.5,cluster_8
-72.5,145.5,cluster_9
-73.5,145.5,cluster_9
-74.5,145.5,cluster_9
-75.5,145.5,cluster_9
-76.5,145.5,cluster_9
-77.5,145.5,cluster_9
-78.5,145.5,cluster_9
-79.5,145.5,cluster_9
-8.5,145.5,cluster_4
-80.5,145.5,cluster_9
-81.5,145.5,cluster_9
-82.5,145.5,cluster_9
-83.5,145.5,cluster_9
-84.5,145.5,cluster_9
-85.5,145.5,cluster_4
-86.5,145.5,cluster_4
-87.5,145.5,cluster_4
-88.5,145.5,cluster_4
-89.5,145.5,cluster_4
-9.5,145.5,cluster_4
40.5,145.5,cluster_4
41.5,145.5,cluster_4
42.5,145.5,cluster_9
43.5,145.5,cluster_9
44.5,145.5,cluster_9
45.5,145.5,cluster_9
46.5,145.5,cluster_4
47.5,145.5,cluster_4
48.5,145.5,cluster_4
49.5,145.5,cluster_4
50.5,145.5,cluster_4
51.5,145.5,cluster_4
52.5,145.5,cluster_4
53.5,145.5,cluster_4
54.5,145.5,cluster_4
55.5,145.5,cluster_4
56.5,145.5,cluster_4
57.5,145.5,cluster_4
58.5,145.5,cluster_9
59.5,145.5,cluster_9
60.5,145.5,cluster_9
61.5,145.5,cluster_9
62.5,145.5,cluster_9
63.5,145.5,cluster_9
64.5,145.5,cluster_9
65.5,145.5,cluster_9
66.5,145.5,cluster_9
67.5,145.5,cluster_9
68.5,145.5,cluster_9
69.5,145.5,cluster_9
70.5,145.5,cluster_9
71.5,145.5,cluster_9
72.5,145.5,cluster_9
73.5,145.5,cluster_10
74.5,145.5,cluster_10
75.5,145.5,cluster_10
76.5,145.5,cluster_10
77.5,145.5,cluster_10
-10.5,146.5,cluster_4
-11.5,146.5,cluster_4
-13.5,146.5,cluster_4
-14.5,146.5,cluster_4
-15.5,146.5,cluster_4
-16.5,146.5,cluster_4
-17.5,146.5,cluster_4
-18.5,146.5,cluster_4
-19.5,146.5,cluster_1
-2.5,146.5,cluster_4
-20.5,146.5,cluster_1
-21.5,146.5,cluster_1
-22.5,146.5,cluster_1
-23.5,146.5,cluster_1
-24.5,146.5,cluster_1
-25.5,146.5,cluster_1
-26.5,146.5,cluster_1
-27.5,146.5,cluster_4
-28.5,146.5,cluster_4
-29.5,146.5,cluster_4
-3.5,146.5,cluster_4
-30.5,146.5,cluster_4
-31.5,146.5,cluster_4
-32.5,146.5,cluster_4
-33.5,146.5,cluster_4
-34.5,146.5,cluster_4
-35.5,146.5,cluster_9
-36.5,146.5,cluster_9
-37.5,146.5,cluster_9
-38.5,146.5,cluster_9
-39.5,146.5,cluster_9
-4.5,146.5,cluster_4
-40.5,146.5,cluster_9
-41.5,146.5,cluster_9
-42.5,146.5,cluster_9
-43.5,146.5,cluster_9
-44.5,146.5,cluster_9
-45.5,146.5,cluster_9
-5.5,146.5,cluster_4
-6.5,146.5,cluster_4
-65.5,146.5,cluster_9
-66.5,146.5,cluster_9
-67.5,146.5,cluster_8
-68.5,146.5,cluster_8
-69.5,146.5,cluster_8
-7.5,146.5,cluster_4
-70.5,146.5,cluster_8
-71.5,146.5,cluster_8
-72.5,146.5,cluster_9
-73.5,146.5,cluster_9
-74.5,146.5,cluster_9
-75.5,146.5,cluster_9
-76.5,146.5,cluster_9
-77.5,146.5,cluster_9
-78.5,146.5,cluster_9
-79.5,146.5,cluster_9
-8.5,146.5,cluster_4
-80.5,146.5,cluster_9
-81.5,146.5,cluster_9
-82.5,146.5,cluster_9
-83.5,146.5,cluster_9
-84.5,146.5,cluster_9
-85.5,146.5,cluster_4
-86.5,146.5,cluster_4
-87.5,146.5,cluster_4
-88.5,146.5,cluster_4
-89.5,146.5,cluster_4
-9.5,146.5,cluster_4
41.5,146.5,cluster_4
42.5,146.5,cluster_4
43.5,146.5,cluster_4
44.5,146.5,cluster_4
45.5,146.5,cluster_4
46.5,146.5,cluster_4
47.5,146.5,cluster_4
48.5,146.5,cluster_4
49.5,146.5,cluster_4
50.5,146.5,cluster_4
51.5,146.5,cluster_4
52.5,146.5,cluster_4
53.5,146.5,cluster_4
54.5,146.5,cluster_4
57.5,146.5,cluster_4
58.5,146.5,cluster_9
59.5,146.5,cluster_9
60.5,146.5,cluster_9
61.5,146.5,cluster_9
62.5,146.5,cluster_9
63.5,146.5,cluster_9
64.5,146.5,cluster_9
65.5,146.5,cluster_9
66.5,146.5,cluster_9
67.5,146.5,cluster_9
68.5,146.5,cluster_9
69.5,146.5,cluster_9
70.5,146.5,cluster_9
71.5,146.5,cluster_9
72.5,146.5,cluster_9
73.5,146.5,cluster_9
74.5,146.5,cluster_10
75.5,146.5,cluster_10
76.5,146.5,cluster_10
77.5,146.5,cluster_10
-10.5,147.5,cluster_4
-11.5,147.5,cluster_4
-15.5,147.5,cluster_4
-16.5,147.5,cluster_4
-17.5,147.5,cluster_4
-18.5,147.5,cluster_4
-19.5,147.5,cluster_4
-20.5,147.5,cluster_1
-21.5,147.5,cluster_1
-22.5,147.5,cluster_1
-23.5,147.5,cluster_1
-24.5,147.5,cluster_1
-25.5,147.5,cluster_1
-26.5,147.5,cluster_1
-27.5,147.5,cluster_1
-28.5,147.5,cluster_4
-29.5,147.5,cluster_4
-3.5,147.5,cluster_4
-30.5,147.5,cluster_4
-31.5,147.5,cluster_4
-32.5,147.5,cluster_4
-33.5,147.5,cluster_4
-34.5,147.5,cluster_4
-35.5,147.5,cluster_9
-36.5,147.5,cluster_9
-37.5,147.5,cluster_9
-38.5,147.5,cluster_9
-39.5,147.5,cluster_9
-4.5,147.5,cluster_4
-40.5,147.5,cluster_9
-41.5,147.5,cluster_9
-42.5,147.5,cluster_9
-43.5,147.5,cluster_9
-44.5,147.5,cluster_9
-45.5,147.5,cluster_9
-5.5,147.5,cluster_4
-6.5,147.5,cluster_4
-65.5,147.5,cluster_9
-66.5,147.5,cluster_9
-67.5,147.5,cluster_8
-68.5,147.5,cluster_8
-69.5,147.5,cluster_8
-7.5,147.5,cluster_4
-70.5,147.5,cluster_8
-71.5,147.5,cluster_8
-72.5,147.5,cluster_8
-73.5,147.5,cluster_9
-74.5,147.5,cluster_9
-75.5,147.5,cluster_9
-76.5,147.5,cluster_9
-77.5,147.5,cluster_9
-78.5,147.5,cluster_9
-79.5,147.5,cluster_9
-8.5,147.5,cluster_4
-80.5,147.5,cluster_9
-81.5,147.5,cluster_9
-82.5,147.5,cluster_9
-83.5,147.5,cluster_9
-84.5,147.5,cluster_9
-85.5,147.5,cluster_9
-86.5,147.5,cluster_4
-87.5,147.5,cluster_4
-88.5,147.5,cluster_4
-89.5,147.5,cluster_4
-9.5,147.5,cluster_4
42.5,147.5,cluster_4
43.5,147.5,cluster_4
44.5,147.5,cluster_4
49.5,147.5,cluster_4
50.5,147.5,cluster_4
51.5,147.5,cluster_4
52.5,147.5,cluster_4
57.5,147.5,cluster_4
58.5,147.5,cluster_9
59.5,147.5,cluster_9
60.5,147.5,cluster_9
61.5,147.5,cluster_9
62.5,147.5,cluster_9
63.5,147.5,cluster_9
64.5,147.5,cluster_9
65.5,147.5,cluster_9
66.5,147.5,cluster_9
67.5,147.5,cluster_9
68.5,147.5,cluster_9
69.5,147.5,cluster_9
70.5,147.5,cluster_9
71.5,147.5,cluster_9
72.5,147.5,cluster_9
73.5,147.5,cluster_9
74.5,147.5,cluster_10
75.5,147.5,cluster_10
76.5,147.5,cluster_10
77.5,147.5,cluster_10
-10.5,148.5,cluster_4
-11.5,148.5,cluster_4
-17.5,148.5,cluster_4
-18.5,148.5,cluster_4
-19.5,148.5,cluster_4
-20.5,148.5,cluster_1
-21.5,148.5,cluster_1
-22.5,148.5,cluster_1
-23.5,148.5,cluster_1
-24.5,148.5,cluster_1
-25.5,148.5,cluster_1
-26.5,148.5,cluster_1
-27.5,148.5,cluster_1
-28.5,148.5,cluster_4
-29.5,148.5,cluster_4
-3.5,148.5,cluster_4
-30.5,148.5,cluster_4
-31.5,148.5,cluster_4
-32.5,148.5,cluster_4
-33.5,148.5,cluster_4
-34.5,148.5,cluster_4
-35.5,148.5,cluster_9
-36.5,148.5,cluster_9
-37.5,148.5,cluster_9
-38.5,148.5,cluster_9
-39.5,148.5,cluster_9
-4.5,148.5,cluster_4
-40.5,148.5,cluster_9
-41.5,148.5,cluster_9
-42.5,148.5,cluster_9
-43.5,148.5,cluster_9
-44.5,148.5,cluster_9
-45.5,148.5,cluster_9
-5.5,148.5,cluster_4
-6.5,148.5,cluster_4
-65.5,148.5,cluster_9
-66.5,148.5,cluster_9
-67.5,148.5,cluster_8
-68.5,148.5,cluster_8
-69.5,148.5,cluster_8
-7.5,148.5,cluster_4
-70.5,148.5,cluster_8
-71.5,148.5,cluster_8
-72.5,148.5,cluster_8
-73.5,148.5,cluster_9
-74.5,148.5,cluster_9
-75.5,148.5,cluster_9
-76.5,148.5,cluster_9
-77.5,148.5,cluster_9
-78.5,148.5,cluster_9
-79.5,148.5,cluster_9
-8.5,148.5,cluster_4
-80.5,148.5,cluster_9
-81.5,148.5,cluster_9
-82.5,148.5,cluster_9
-83.5,148.5,cluster_9
-84.5,148.5,cluster_9
-85.5,148.5,cluster_9
-86.5,148.5,cluster_4
-87.5,148.5,cluster_4
-88.5,148.5,cluster_4
-89.5,148.5,cluster_4
-9.5,148.5,cluster_4
57.5,148.5,cluster_4
58.5,148.5,cluster_9
59.5,148.5,cluster_9
60.5,148.5,cluster_9
61.5,148.5,cluster_9
62.5,148.5,cluster_9
63.5,148.5,cluster_9
64.5,148.5,cluster_9
65.5,148.5,cluster_9
66.5,148.5,cluster_9
67.5,148.5,cluster_9
68.5,148.5,cluster_9
69.5,148.5,cluster_9
70.5,148.5,cluster_9
71.5,148.5,cluster_9
72.5,148.5,cluster_9
73.5,148.5,cluster_9
74.5,148.5,cluster_9
75.5,148.5,cluster_10
76.5,148.5,cluster_10
77.5,148.5,cluster_4
-10.5,149.5,cluster_4
-11.5,149.5,cluster_4
-12.5,149.5,cluster_4
-18.5,149.5,cluster_4
-19.5,149.5,cluster_4
-20.5,149.5,cluster_4
-21.5,149.5,cluster_1
-22.5,149.5,cluster_1
-23.5,149.5,cluster_1
-24.5,149.5,cluster_1
-25.5,149.5,cluster_1
-26.5,149.5,cluster_1
-27.5,149.5,cluster_1
-28.5,149.5,cluster_4
-29.5,149.5,cluster_4
-3.5,149.5,cluster_4
-30.5,149.5,cluster_4
-31.5,149.5,cluster_4
-32.5,149.5,cluster_4
-33.5,149.5,cluster_4
-34.5,149.5,cluster_4
-35.5,149.5,cluster_4
-36.5,149.5,cluster_9
-37.5,149.5,cluster_9
-38.5,149.5,cluster_9
-39.5,149.5,cluster_9
-4.5,149.5,cluster_4
-40.5,149.5,cluster_9
-41.5,149.5,cluster_9
-42.5,149.5,cluster_9
-43.5,149.5,cluster_9
-44.5,149.5,cluster_9
-5.5,149.5,cluster_4
-6.5,149.5,cluster_4
-65.5,149.5,cluster_9
-66.5,149.5,cluster_9
-67.5,149.5,cluster_8
-68.5,149.5,cluster_8
-69.5,149.5,cluster_8
-7.5,149.5,cluster_4
-70.5,149.5,cluster_8
-71.5,149.5,cluster_8
-72.5,149.5,cluster_8
-73.5,149.5,cluster_9
-74.5,149.5,cluster_9
-75.5,149.5,cluster_9
-76.5,149.5,cluster_9
-77.5,149.5,cluster_9
-78.5,149.5,cluster_9
-79.5,149.5,cluster_9
-8.5,149.5,cluster_4
-80.5,149.5,cluster_9
-81.5,149.5,cluster_9
-82.5,149.5,cluster_9
-83.5,149.5,cluster_9
-84.5,149.5,cluster_9
-85.5,149.5,cluster_9
-86.5,149.5,cluster_9
-87.5,149.5,cluster_4
-88.5,149.5,cluster_4
-89.5,149.5,cluster_4
-9.5,149.5,cluster_4
57.5,149.5,cluster_4
58.5,149.5,cluster_9
59.5,149.5,cluster_9
60.5,149.5,cluster_9
61.5,149.5,cluster_9
62.5,149.5,cluster_9
63.5,149.5,cluster_9
64.5,149.5,cluster_9
65.5,149.5,cluster_9
66.5,149.5,cluster_9
67.5,149.5,cluster_9
68.5,149.5,cluster_9
69.5,149.5,cluster_9
70.5,149.5,cluster_9
71.5,149.5,cluster_9
72.5,149.5,cluster_9
73.5,149.5,cluster_9
74.5,149.5,cluster_9
75.5,149.5,cluster_10
76.5,149.5,cluster_10
77.5,149.5,cluster_4
-0.5,15.5,cluster_10
-1.5,15.5,cluster_10
-10.5,15.5,cluster_4
-11.5,15.5,cluster_4
-12.5,15.5,cluster_4
-13.5,15.5,cluster_1
-14.5,15.5,cluster_1
-15.5,15.5,cluster_1
-16.5,15.5,cluster_1
-17.5,15.5,cluster_1
-18.5,15.5,cluster_1
-19.5,15.5,cluster_1
-2.5,15.5,cluster_10
-20.5,15.5,cluster_1
-21.5,15.5,cluster_4
-22.5,15.5,cluster_4
-23.5,15.5,cluster_4
-24.5,15.5,cluster_4
-25.5,15.5,cluster_4
-26.5,15.5,cluster_4
-27.5,15.5,cluster_4
-28.5,15.5,cluster_4
-29.5,15.5,cluster_4
-3.5,15.5,cluster_10
-30.5,15.5,cluster_4
-31.5,15.5,cluster_4
-32.5,15.5,cluster_4
-33.5,15.5,cluster_4
-34.5,15.5,cluster_4
-4.5,15.5,cluster_10
-5.5,15.5,cluster_10
-6.5,15.5,cluster_10
-68.5,15.5,cluster_4
-69.5,15.5,cluster_4
-7.5,15.5,cluster_10
-70.5,15.5,cluster_1
-71.5,15.5,cluster_1
-72.5,15.5,cluster_1
-73.5,15.5,cluster_1
-74.5,15.5,cluster_1
-75.5,15.5,cluster_1
-76.5,15.5,cluster_1
-77.5,15.5,cluster_4
-78.5,15.5,cluster_4
-79.5,15.5,cluster_4
-8.5,15.5,cluster_10
-80.5,15.5,cluster_4
-81.5,15.5,cluster_4
-82.5,15.5,cluster_4
-83.5,15.5,cluster_4
-84.5,15.5,cluster_4
-85.5,15.5,cluster_4
-86.5,15.5,cluster_4
-87.5,15.5,cluster_4
-88.5,15.5,cluster_4
-89.5,15.5,cluster_4
-9.5,15.5,cluster_10
0.5,15.5,cluster_4
1.5,15.5,cluster_4
10.5,15.5,cluster_10
11.5,15.5,cluster_10
12.5,15.5,cluster_9
13.5,15.5,cluster_9
14.5,15.5,cluster_9
15.5,15.5,cluster_9
16.5,15.5,cluster_9
17.5,15.5,cluster_9
18.5,15.5,cluster_9
19.5,15.5,cluster_9
2.5,15.5,cluster_9
20.5,15.5,cluster_9
21.5,15.5,cluster_9
22.5,15.5,cluster_9
23.5,15.5,cluster_9
24.5,15.5,cluster_9
25.5,15.5,cluster_9
26.5,15.5,cluster_9
27.5,15.5,cluster_9
28.5,15.5,cluster_9
29.5,15.5,cluster_9
3.5,15.5,cluster_9
30.5,15.5,cluster_9
31.5,15.5,cluster_9
32.5,15.5,cluster_9
33.5,15.5,cluster_9
34.5,15.5,cluster_9
35.5,15.5,cluster_9
36.5,15.5,cluster_9
37.5,15.5,cluster_2
38.5,15.5,cluster_2
39.5,15.5,cluster_2
4.5,15.5,cluster_9
40.5,15.5,cluster_2
41.5,15.5,cluster_2
42.5,15.5,cluster_2
43.5,15.5,cluster_2
44.5,15.5,cluster_2
45.5,15.5,cluster_2
46.5,15.5,cluster_2
47.5,15.5,cluster_2
48.5,15.5,cluster_2
49.5,15.5,cluster_4
5.5,15.5,cluster_9
50.5,15.5,cluster_4
51.5,15.5,cluster_4
52.5,15.5,cluster_4
53.5,15.5,cluster_10
54.5,15.5,cluster_10
55.5,15.5,cluster_10
56.5,15.5,cluster_10
57.5,15.5,cluster_10
58.5,15.5,cluster_10
59.5,15.5,cluster_10
6.5,15.5,cluster_10
60.5,15.5,cluster_10
61.5,15.5,cluster_9
62.5,15.5,cluster_9
63.5,15.5,cluster_9
64.5,15.5,cluster_9
65.5,15.5,cluster_9
66.5,15.5,cluster_9
67.5,15.5,cluster_9
68.5,15.5,cluster_9
69.5,15.5,cluster_4
7.5,15.5,cluster_10
70.5,15.5,cluster_4
71.5,15.5,cluster_4
75.5,15.5,cluster_9
76.5,15.5,cluster_2
77.5,15.5,cluster_8
78.5,15.5,cluster_8
79.5,15.5,cluster_9
8.5,15.5,cluster_10
80.5,15.5,cluster_9
81.5,15.5,cluster_9
9.5,15.5,cluster_10
-10.5,150.5,cluster_4
-11.5,150.5,cluster_4
-12.5,150.5,cluster_4
-19.5,150.5,cluster_4
-2.5,150.5,cluster_4
-20.5,150.5,cluster_4
-21.5,150.5,cluster_4
-22.5,150.5,cluster_1
-23.5,150.5,cluster_1
-24.5,150.5,cluster_1
-25.5,150.5,cluster_1
-26.5,150.5,cluster_1
-27.5,150.5,cluster_1
-28.5,150.5,cluster_1
-29.5,150.5,cluster_4
-3.5,150.5,cluster_4
-30.5,150.5,cluster_4
-31.5,150.5,cluster_4
-32.5,150.5,cluster_4
-33.5,150.5,cluster_4
-34.5,150.5,cluster_4
-35.5,150.5,cluster_4
-36.5,150.5,cluster_9
-37.5,150.5,cluster_9
-38.5,150.5,cluster_9
-39.5,150.5,cluster_9
-4.5,150.5,cluster_4
-40.5,150.5,cluster_9
-41.5,150.5,cluster_9
-42.5,150.5,cluster_9
-43.5,150.5,cluster_9
-5.5,150.5,cluster_4
-6.5,150.5,cluster_4
-66.5,150.5,cluster_9
-67.5,150.5,cluster_8
-68.5,150.5,cluster_8
-69.5,150.5,cluster_8
-7.5,150.5,cluster_4
-70.5,150.5,cluster_8
-71.5,150.5,cluster_8
-72.5,150.5,cluster_8
-73.5,150.5,cluster_9
-74.5,150.5,cluster_9
-75.5,150.5,cluster_9
-76.5,150.5,cluster_9
-77.5,150.5,cluster_9
-78.5,150.5,cluster_9
-79.5,150.5,cluster_9
-8.5,150.5,cluster_4
-80.5,150.5,cluster_9
-81.5,150.5,cluster_9
-82.5,150.5,cluster_9
